variant,mIoU,delta_mIoU,weak_mean_iou,delta_weak_mean_iou,picture_iou,delta_picture_iou,picture_to_wall,delta_picture_to_wall
phrd_s8_mean_top_gap_thr0p95_a0p25,0.40905966151176576,7.700885484129838e-06,0.28973793451836716,6.714436652233147e-06,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_mean_top_gap_thr0p7_a0p25,0.4090595659075339,7.605281252265339e-06,0.2898955554081399,0.00016433532642495807,0.629691876750665,0.0011204481792715937,0.024793388429752067,-0.001180637544273909
phrd_s4_mean_top_gap_thr0p9_a0p1,0.4090571890222795,5.228395997869395e-06,0.28974813112604136,1.691104432643975e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s8_mean_top_gap_thr0p9_a0p1,0.4090571538295042,5.193203222564335e-06,0.289762100055515,3.0879973800079785e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s8_mean_top_gap_thr0p95_a0p1,0.4090559629981397,4.0023718580473044e-06,0.28973793451836716,6.714436652233147e-06,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_mean_top_gap_thr0p95_a0p25,0.4090556591399078,3.698513626193556e-06,0.2897312200817149,0.0,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_region_entropy_score_thr0p95_a0p75,0.40905457496218844,2.614335906814258e-06,0.28973636635022404,5.146268509115259e-06,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_region_entropy_score_thr0p95_a1p0,0.40905457496218844,2.614335906814258e-06,0.28973636635022404,5.146268509115259e-06,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s8_region_entropy_score_thr0p9_a0p25,0.4090540398109484,2.0791846667700398e-06,0.28902253645609516,-0.0007086836256197659,0.6299831555305654,0.0014117269591720216,0.025974025974025976,0.0
phrd_s4_mean_conf_thr0p9_a0p25,0.40905351723245864,1.556606177011144e-06,0.28975650872585035,2.5288644135423866e-05,0.6285714285713934,0.0,0.02538370720188902,-0.0005903187721369545
phrd_s4_mean_conf_thr0p95_a0p1,0.40905319345680696,1.2328305253328509e-06,0.2897312200817149,0.0,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_mean_top_gap_thr0p95_a0p1,0.40905319345680696,1.2328305253328509e-06,0.2897312200817149,0.0,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_mean_conf_thr0p9_a0p1,0.40905213608866625,1.7546238462173847e-07,0.2897531072213881,2.188713967316014e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s4_mean_conf_thr0p95_a0p5,0.4090510988001304,-8.618261512216563e-07,0.28971703311682706,-1.4186964887863418e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
phrd_s8_mean_top_gap_thr0p7_a0p1,0.40905016473901207,-1.7958872695622574e-06,0.2894468396768682,-0.0002843804048467402,0.6289237668161082,0.00035233824471481157,0.026564344746162927,0.000590318772136951
phrd_s8_region_conf_thr0p95_a0p25,0.4090493398743681,-2.6207519135401647e-06,0.28942795284908407,-0.000303267232630855,0.629276500280391,0.0007050717089975844,0.025974025974025976,0.0
phrd_s4_mean_top_gap_thr0p95_a0p5,0.40904775366584467,-4.206960436958784e-06,0.28971836396734696,-1.2856114367965077e-05,0.6285714285713934,0.0,0.025974025974025976,0.0
